3760 8617
1312 622 403454940
3047 2539 632021742
891 1644 220703356
593 379 108113519
1214 1936 870337707
250 406 324925840
3598 2726 234949061
3638 3441 546537538
2460 316 787521636
802 478 641569317
3159 3562 494642593
1081 245 323750380
891 3674 291503165
1271 984 140468314
778 3084 664604732
1878 456 615399582
3587 657 904831610
2071 2910 830304415
844 2607 252785618
1354 3760 956942720
362 1718 496267603
3202 1799 491531679
1223 1936 843499022
776 1240 273304975
1853 1002 138003944
1458 3006 815962705
120 3714 990966110
1949 1838 13342208
2969 3369 206576319
2610 926 743110276
893 71 729769307
487 2133 961711783
3007 1257 360637146
3385 3260 686571179
843 3249 132355493
1233 2752 567047146
1863 1829 775278285
720 221 537466774
2154 1106 814687581
1025 44 288778120
756 1277 794015056
3733 448 120216064
2208 1250 793716345
2952 2276 594292550
722 3220 344767913
3089 494 124552310
213 2391 892728988
3675 87 196792381
776 1440 50003432
3631 1287 415465110
501 1192 356901392
1032 1559 568355447
3601 1676 518868707
83 1236 923767455
1553 512 937103582
364 1709 594322890
1189 3637 231655023
2015 3277 26391224
250 3558 265641171
1476 3464 742913386
457 1024 758497275
2901 2235 812493924
1800 3582 747152029
3677 141 654407461
1655 713 412185697
690 1436 227024860
1393 290 285656396
938 1571 175571470
2589 2937 747913767
483 1314 686437015
2026 1531 167676193
1456 1956 452127470
681 2945 531225137
2715 3013 470851769
687 1339 459244492
450 42 252851254
2377 356 430193972
1917 456 132353986
1949 1665 12979852
2464 1178 794303547
983 2978 77787565
619 2144 354729124
1140 7 687810479
1619 1806 266654583
1920 2538 276548756
2438 1600 332129466
1090 2176 343109540
3504 449 18571174
431 2257 336174375
268 1015 492939495
1346 682 51814442
2915 3008 679010010
1877 1239 679054737
1780 2596 440175478
950 1141 257220133
297 963 191929089
1541 1133 160073412
2170 547 962826811
787 639 732722418
1092 359 595742918
2092 1027 645860883
577 1582 684796537
1991 3548 107217570
3675 3355 23101769
2280 2914 202638067
2211 2450 71014995
1851 1668 641722411
2991 2413 380160698
983 1938 747280966
2363 2414 824155930
1050 3290 399288292
330 2701 52054073
2775 1675 152229390
3751 3368 478245250
3577 429 174966032
3188 771 399751930
985 1925 610911269
1292 3013 342343115
2099 817 985841896
283 3451 75382969
1373 1336 389810195
525 624 382760745
3029 1123 262104176
2330 584 560505305
2103 1145 999908308
2347 1843 771117649
2614 3425 272224288
659 3522 905965061
3490 3703 264091628
227 2279 505188647
319 1091 931403518
1643 3004 300374743
2356 2795 96434754
1551 3076 410460092
3703 1191 517688561
1928 1662 656331524
1165 1819 522793131
732 333 309112806
858 2983 705906691
1445 494 883925447
1646 3734 192793856
3551 2305 292457791
109 2208 148012240
3461 450 377164984
1150 2219 705785615
3421 3554 335246116
1209 858 419451816
2685 2392 440065958
3353 346 776949787
273 3638 312192172
1085 3059 194402992
1067 2394 544704609
992 1842 42993069
3249 1371 755665307
2523 3498 550697084
1865 2929 576655300
1530 3464 881776410
1575 3643 219331009
241 1317 362204436
2351 2658 726025554
2531 3067 29340897
1890 214 472946476
488 2099 449969249
1306 3488 95407191
2321 1143 745701593
1239 2260 624847222
1946 1925 467060740
3571 3055 67002231
1724 1378 694612306
266 3693 373580374
2345 3505 561665553
3743 2937 176321065
1929 1741 789133290
3218 905 367716968
1856 1050 154829355
3385 2933 104707707
863 2618 844285777
520 2659 518374748
2544 1096 269564907
2109 926 455554348
5 1736 19376459
1227 1314 396908839
1318 325 769572979
2911 3708 85674228
371 965 550980352
158 2959 969360318
3375 2207 989230371
1490 868 328443736
2816 600 774933738
2529 970 573900625
3294 2968 190221500
2196 1308 749740699
3106 2633 52049164
1494 670 944025398
1125 3697 159413199
2589 919 649421376
3184 3253 367220797
1104 3053 449267206
3607 252 956358440
1113 3497 826571434
1224 159 249984966
2161 2488 744590801
1535 3607 411375675
1469 1900 999405122
1623 3239 888762878
1824 3340 985517989
1190 2074 164463037
154 2081 385080136
3447 3093 725809818
204 3008 491166355
987 2662 597194469
3662 1963 65680583
2128 557 594158803
3107 1385 1614655
2806 879 42779797
867 954 763119540
950 3305 954343974
1986 3428 133984003
2117 2283 83293038
3229 878 260303
2938 934 89541197
1182 2246 885892811
2857 3021 425893076
3235 2242 835265080
1113 2439 674941351
221 3300 277444291
2122 1382 770328467
1406 2810 657739684
2306 1789 248320141
130 494 166926308
1439 3306 517233206
749 3546 33581334
2790 1686 524082179
2667 1560 881792267
3132 2215 44670903
198 2129 468269104
669 3399 333593552
78 203 605994632
2584 2722 364315243
2474 3504 930363510
3031 1351 779087751
1899 1996 783934365
3651 1098 509140893
1606 2910 655171919
232 3311 416128270
1984 49 579853034
2583 1058 837961996
1679 1282 832425216
1847 948 268912072
154 1995 490390720
3210 2833 725646176
2123 1646 769514163
189 2199 453499939
3557 2019 410486229
1291 592 544005579
1989 2693 521492862
20 3344 866903761
1348 2944 191934152
203 2581 266483555
3544 2688 72205593
319 1194 285935864
285 2491 275765321
2855 3543 659079403
142 561 193090759
765 3152 118403884
1188 2899 490463112
2301 407 335073498
1488 1596 405861552
1883 2417 292970883
463 1792 727106060
3080 2159 216313375
720 2850 686601846
1271 2611 738171672
1154 867 444114026
1843 2409 366260618
474 189 371542098
2080 3282 473912687
1372 3708 576959993
3206 998 313975495
1490 2495 560038526
765 1216 506441244
3701 2134 753816333
3354 1537 563139052
713 168 631733007
2669 1510 476544383
3163 889 111054912
880 1031 759152686
1985 1042 374924344
957 1775 565325588
3582 2351 528029684
2433 145 810063263
1004 158 324320788
864 1492 755767174
3380 1118 12025442
2926 3230 387907956
297 506 933704704
3745 2075 898724654
2470 205 970784229
1525 733 295321093
266 351 343671314
2786 3154 265891508
3543 2518 98332996
1898 66 108451447
2548 2103 507764253
3125 1499 17423938
31 1001 866951005
2812 2427 647971659
1907 435 236428960
3312 1376 647966870
1853 220 897901113
1697 518 2610105
350 2820 626317260
1103 2332 632158294
1535 1176 201574579
114 3135 292071405
230 1636 835751271
1171 993 559597105
400 744 781905525
1096 2334 857861906
2443 1468 982566043
2223 1027 406838650
735 973 649120163
2231 1413 380709022
3016 2419 260158013
480 1480 450171042
2421 2132 461436306
162 3182 291645127
2990 2617 650700591
3754 3207 90601299
2174 1998 182351818
805 1108 481280901
2330 3069 723340079
1215 2323 639623778
2694 3004 610069294
1664 176 971325772
168 1981 680254613
3056 3216 217002962
415 2456 241959441
3554 1261 717264062
2145 2869 705358237
3282 3568 166499616
1601 1905 674294995
2927 3712 513062883
405 2073 655218834
1132 2809 439794523
1566 82 986094614
2686 3363 453806776
3451 2179 290968429
3393 1932 148440897
2159 3430 478735980
1314 962 332835212
1334 2141 394373206
3332 534 17113144
1050 1354 91691549
2719 3515 161484902
2872 2205 628430590
2616 2617 867087466
3159 482 419197476
2241 2591 47043477
193 2744 187713308
1963 157 691115530
3218 2080 843328642
1181 983 835989565
439 2586 482823276
960 1525 900679945
1836 227 659040630
1280 2557 522550867
155 3287 226518636
808 103 534997090
3323 1726 185728593
3403 2056 428131193
2697 216 54971714
2919 240 931979
1075 3168 992674571
3257 2310 707099113
1583 3598 252427289
2359 76 919442
1704 1355 849346296
2071 132 176373209
704 3089 734267368
3741 3419 743522990
2656 2569 168153489
2865 228 382536404
1465 1692 797880440
74 3433 983067840
1116 3526 357018337
599 43 478563089
2000 1631 33570569
3547 1841 793774974
2051 2718 315847667
1413 1780 240184381
92 904 850437590
3462 3446 984853921
953 3142 113957066
1963 705 84615258
1099 3525 98827543
389 1585 644010027
2347 2362 814104183
3082 1927 601677512
2587 634 99104305
1203 3421 523630721
25 2455 781985936
125 545 10969521
3413 3451 344520900
2631 2525 249179896
2497 995 921566205
206 3635 295363426
2985 3350 403508511
592 2609 118244270
1579 3139 756505191
1299 3705 440253460
681 3217 711452940
646 1601 764628896
3471 3716 60563046
737 2368 677501520
2907 790 910954739
3626 3058 369169696
1432 137 207021529
1231 741 661636720
3447 3388 258768082
2382 646 289649166
2552 3367 425372720
2086 2212 903582953
2687 2837 391064030
3438 3144 478684852
2103 571 891500906
1433 3223 10254042
97 1518 814268755
1722 2998 361600206
680 2860 825666011
2885 473 884573739
2865 2650 900964029
2317 1702 735850274
1339 1042 321199996
3080 883 214273235
2169 789 503716671
2340 3751 831025725
1109 3444 287311403
2063 3489 750523113
2020 1752 194849142
707 1480 987948395
2743 2669 242312834
3752 2951 624315982
3263 2668 988495226
1112 1547 777764213
3216 2171 76159805
2367 3756 854328920
2306 2817 182917267
3 964 697776986
2284 2032 373353906
1719 2645 973836413
502 908 141017923
3456 1990 815347962
326 1344 795647345
1381 3425 435211532
2424 1946 631395701
2669 1976 832351438
805 1050 423926319
1323 599 966855778
3365 3346 619743980
3068 997 550476917
511 2222 157870805
161 2591 87953890
1659 1199 309259439
1653 2279 705837307
3019 1250 188938320
1052 260 286350877
3715 3381 877823532
646 1981 15636923
2778 1965 206722202
291 230 909556321
3225 1738 448059312
1966 1943 644513535
1663 2986 299468065
292 2791 110416596
692 102 722128722
1335 3126 491125534
3203 1200 641541000
2264 1347 129137700
663 1904 250598084
386 1627 33014602
774 211 340811479
2586 2693 930667302
892 1037 271335429
2211 3042 749547101
1590 1654 628814185
2381 3074 242722470
2267 138 695863919
1077 3164 101011964
1464 618 26396943
149 2946 918475458
1437 1304 457704282
3036 258 377537247
2314 545 689831586
2396 3615 458483582
2553 2087 6862751
1383 2117 332056898
3264 876 817349415
1228 2347 898119542
2096 3205 774363713
3237 2864 244631332
544 2379 757866534
61 2106 526804001
1910 3282 177482536
3523 702 725814118
1646 3470 860322054
1262 2665 492037914
284 1545 512888813
1984 2471 690389849
1802 1688 146958362
285 3561 721094617
2787 1407 441012153
88 2413 815991449
3559 1618 822781999
885 50 843383264
802 532 952100663
616 2454 426466901
3353 445 685139448
467 641 811691007
1605 2266 806689302
2503 2284 891374815
1714 2865 583100649
92 2343 37973860
2376 709 736157811
2847 571 211510275
2663 263 882090645
537 591 925127645
1487 2846 126287690
2322 176 562041275
3350 1712 764323316
1013 1590 967853736
1131 2886 192942360
235 2773 301657814
3632 1524 95517956
2909 3089 193293888
3231 2096 247349345
2608 3006 935896548
1497 1355 438476609
3099 1694 488070482
1623 3407 465034621
2299 2776 600751524
220 3093 516464949
2583 3672 799045262
3592 2912 822967592
152 2369 111652100
2079 3345 366132992
715 1856 823156602
3392 3249 229714388
2083 1433 370544850
1741 1441 664139616
3569 2739 172010745
2621 1844 462486904
2667 1555 630906097
190 3424 37432392
1279 441 544623557
2874 2830 418456534
2644 523 348800514
3271 446 745066855
1481 3171 481242145
2329 3404 42096983
958 444 975974563
329 2331 314894727
16 1995 556688500
3715 1673 697490358
3302 3602 229173269
2054 208 725476362
1699 1211 566839833
3171 3489 818593761
1239 2515 616888964
2561 89 311602420
317 2632 153376984
625 796 535165575
400 369 759582065
1991 709 527184330
2207 1600 858772291
2523 733 761120806
1155 3691 814207612
1955 2343 386295407
3244 2899 974316916
718 2575 777013618
394 182 958301513
3683 3394 387405858
734 1387 326650000
3671 3186 709053629
381 19 437874869
2222 1063 568753734
585 1087 872923301
619 1988 288182929
1275 3413 342840838
901 2804 373614278
185 523 496929128
1662 2754 615255644
3202 2454 112860180
596 114 918124792
857 994 63465322
1112 331 295012634
2940 1006 531782568
1693 446 271444170
2634 3235 824982994
379 2746 19837769
873 2404 75699110
1228 1092 586980308
2567 1059 856614712
228 3407 902128066
1931 157 472219049
3275 468 127537221
979 3650 770223573
1922 1248 19155049
2288 2997 480968563
90 322 569508774
2920 2902 921076862
3507 913 158896942
3148 1247 343506714
3744 1387 143140000
2425 3517 899382903
1927 425 479210370
3688 510 199119825
3418 1385 122981389
883 2235 163764133
848 368 456233436
179 3208 112585252
524 64 176508465
144 2246 583079137
1128 3662 211297270
1871 2996 74849819
3601 69 390632949
647 809 809023621
3458 418 492232419
1734 820 618017579
2755 1549 257258629
1875 1068 49343773
2886 1287 330936502
812 3523 845691249
2698 3123 278659928
277 1386 525956520
663 2818 498264497
3550 1343 549600507
2917 837 387827091
2424 50 676387571
2174 3107 491540183
2626 1059 368897857
330 3108 680552268
1295 325 724194765
1647 749 982726330
2507 900 272478392
2006 556 469846638
1495 1688 955253803
3192 3240 339031223
306 3020 259698040
565 733 687875406
2829 2385 522143985
1232 2542 806093375
1892 746 386473196
1747 1508 61268280
878 2579 783545818
1539 229 44906122
2568 3085 413264438
1333 2015 906728577
3348 3588 252470931
2457 1108 111448381
757 2067 235141758
1507 1207 424714745
209 3211 450203809
3575 2470 31208325
1996 558 636722021
1265 3175 454662606
2854 1402 93008858
3165 2683 6131127
1671 1951 705645526
3632 3749 936764151
3687 2560 572551055
1888 789 223124136
3118 51 807948340
2155 2675 246811031
1254 380 663900829
92 1123 796587068
469 1499 290625711
3211 629 487554611
3260 3646 758484713
3329 917 606890683
228 662 24156217
2312 3086 805931683
1326 348 974575654
3547 3565 215123198
2834 3026 777526504
2415 131 920812392
1291 2895 185016975
2188 3627 507859602
3588 1093 945726055
1604 2525 803175676
311 3425 893683179
342 1463 182336336
363 1695 340474210
2620 1347 34169831
1056 1803 849511453
1604 1902 63689135
1752 1707 606733789
2069 2425 424671290
2542 1280 192355218
545 3126 820241196
2564 1592 244001963
2389 3322 445579356
1239 2059 773335238
2012 2489 143933199
2426 1587 961995207
1979 792 417452694
928 3218 422839433
2527 1286 125735120
1433 3492 376740855
3314 2899 842425823
2602 983 808238264
1551 2462 82388139
22 77 540827923
2039 3533 335584898
3515 1455 840960156
1829 680 594620985
3241 923 826464476
3557 1961 385527592
832 284 195400934
1609 3606 358034391
1426 3065 506180045
3537 3718 903752175
3166 1182 616433433
1314 500 654633644
2017 1925 906451233
1988 474 900403580
790 226 57591456
2624 1011 37579289
1879 1504 904544265
90 1412 483749009
569 1851 174164676
209 1969 747671565
638 246 820501056
1602 4 417241714
1869 2024 345069438
889 3397 623856875
3681 677 761598723
851 2867 596836764
3699 3045 542752315
1732 3324 309802137
1959 1166 689022553
1166 3083 217864367
2726 2541 40227763
1421 757 919866451
2022 1360 314853281
468 2667 752961001
976 2353 641927824
2473 2963 901324031
1826 1537 765597853
3061 212 414914243
3424 324 328255262
1540 728 950400478
2208 1917 797313497
2232 3703 738354463
3398 1787 309417600
2311 1071 413539873
610 1565 201816115
88 149 156681698
2061 2481 441203139
2285 939 32479125
2169 1867 300907478
1358 1361 812975615
3612 3427 391982038
3161 2638 472475914
331 3528 642295586
490 1437 488818103
1644 3481 780266106
3459 2021 440323911
2664 2795 923286206
2763 2433 473999145
3746 3237 382207511
740 2435 995740770
3207 31 789685173
1585 1159 929325804
3378 390 862940726
1684 3146 53035641
2044 2520 947284132
2545 2885 411789086
3563 307 497330513
1271 3480 903227169
1923 2782 813514637
685 2873 116966464
2179 244 397212551
984 2418 564480279
2962 2792 545604343
3 928 169306848
1512 2009 212441945
1026 1005 649926184
586 1812 671467142
1565 3501 776946875
1367 1901 152769911
2328 2609 125853104
1994 100 696228780
581 1927 947062159
2607 565 133174836
1159 3371 81033364
2265 3634 198923903
3636 2111 569092537
2814 1400 868675504
1118 1031 534119573
2618 2051 518256964
1531 3554 886828293
2079 2881 765838042
1670 508 100510395
1757 1849 460996572
3159 3187 345268542
501 220 499054477
3399 2485 747596474
3255 1538 381230962
3032 3313 165667126
3182 2640 84991623
3416 2539 882554817
1554 203 231650920
1603 2489 243173816
442 3016 272595522
2524 3252 274059470
1973 2873 41095660
3699 1014 724825597
3408 729 117136234
27 1560 568281327
1302 2577 483228472
2872 1772 238717858
379 1043 865573159
2349 2591 837173700
3587 1536 97492797
975 1490 122236781
1502 247 521029390
514 3023 861268841
1593 1795 546662641
3680 3170 471949715
1044 269 385908482
3696 2668 682154547
1907 1214 318458727
810 1934 711755763
1590 500 450198093
1734 832 784699633
3269 2452 55275411
980 3078 244323324
1366 1942 736332192
2604 1214 915932868
2423 1551 148828817
468 3509 328067220
2796 384 766622147
371 725 815553659
3071 1592 224873238
1137 2340 176438562
1400 3216 469436760
2305 956 718445713
206 3278 959861427
753 1549 288176641
3737 3345 414945499
2849 1993 18355053
3750 3555 55708550
3332 2747 339888454
2008 2522 279085411
3270 3157 196897018
2989 1516 825117306
2331 2190 780241203
2554 3417 416405013
2611 1029 25001081
2693 2733 728045802
2419 3224 534485666
150 2754 53131931
618 2811 186300912
1603 1838 332858154
4 2847 643905854
2912 3317 872935325
597 1603 442610275
2984 2133 329411132
926 48 881326476
2856 1626 475461843
3602 2211 169160185
434 3346 140443478
2056 1612 814872072
189 1551 240777887
1717 3664 17413161
1081 2672 617157298
2780 2320 418540489
1529 1140 917398296
467 1529 617415535
2310 1113 922131393
820 144 849359815
1242 3352 487809620
3089 299 782500452
3235 773 126135320
3397 3588 506537894
699 1335 957555845
1389 723 892529588
2333 3548 561793579
3070 778 178032999
549 1171 485350690
68 2725 77129998
2715 2895 285477689
2929 72 754032399
1575 2089 851472258
577 304 479049449
3217 3165 807054090
384 2283 864085559
2134 1820 234638016
3752 2871 324401310
2923 2190 995918112
2678 496 953818753
706 1624 358736796
666 1096 962236961
3045 3585 814583724
3385 2065 590324990
2880 449 278509140
917 460 766668873
25 1173 93190277
1594 3583 718439494
653 3491 236015781
1577 2546 145560967
2597 3531 72706445
1964 1965 656301470
2871 324 991111060
1803 3404 547679649
1236 1789 658665529
2517 3062 416121790
3387 2715 985891846
1926 1043 754150549
1275 570 544304195
980 588 619088617
3178 2962 865146624
965 1823 936261639
3521 3653 298702014
3070 3124 599055606
1714 1077 593690773
1682 954 684255079
1470 985 918955578
2087 2792 124927145
973 1539 882484070
554 1916 349615806
71 817 194294300
1361 2186 980154455
61 2144 932679442
2514 2480 555501554
1560 1215 796663947
416 3182 645942317
2661 796 709678512
2222 1247 750743010
1364 1653 645370439
2707 832 979320817
2353 1640 752853321
2855 3232 212203146
1716 1036 164749579
1104 2450 617282095
909 2234 204565934
484 360 767409516
456 3445 385964651
2516 3673 909798037
2428 272 466575842
2811 1512 609983674
3470 2998 332758766
2305 2739 711387095
2204 2231 23919995
2022 509 187620655
841 970 107580670
3137 2263 411750354
2208 749 24053061
3534 1806 730554644
400 931 192074535
1722 313 239151331
1820 2968 860288411
3648 2126 521130125
2748 2229 253562310
2422 2403 437997314
2897 754 255273550
211 387 562767290
1199 2983 205524250
1471 996 648771056
3464 739 292319957
800 2145 182828399
3264 915 48981118
1107 3264 344061988
1885 1491 125815081
3710 54 253364826
3739 2684 728105881
2548 1180 839948406
2645 3066 926005920
620 2345 89474550
535 165 976191058
1568 2894 91577985
1290 1238 986682674
3267 3129 269511468
2272 1534 316101650
2593 855 452656454
1511 3252 840335175
1411 2839 545273858
1554 1717 704719192
3095 2577 890674906
1209 2387 694998887
2785 1847 368655717
1117 1840 544607456
1790 2746 298345974
3122 1149 706765812
906 374 600817217
1906 2359 457201990
1568 1690 824781050
2012 496 443877906
3212 648 202136733
1855 3479 711748947
960 803 186887055
2611 649 983259371
2926 2000 890637629
417 2312 722773871
1071 1031 157164590
2920 3064 697834900
2512 3357 945132181
2074 3032 749259493
1326 3403 853992053
3351 2933 123700696
2081 2021 163969167
3740 1090 196282765
3395 2956 814754301
865 762 912590826
3177 1863 258328960
2451 734 219495106
1094 1518 245339278
3298 740 969610737
1716 691 699482372
1561 888 969073261
905 3629 486549684
2890 126 171591861
2954 1861 936605941
2607 2147 335994697
435 3636 375749644
2610 1378 441728494
633 2073 545135032
2563 3569 203227627
303 1441 719805132
2695 2549 169563268
599 2007 363848588
3283 1809 350504811
782 2932 198030989
1193 2470 275293513
948 2828 998224798
707 3076 964317888
128 1229 544169494
807 2641 974725408
84 1563 480372022
2301 1460 538427661
897 1102 79019435
2239 1773 363165532
1802 1170 449071389
3605 3351 877024741
475 3248 509844716
3362 2105 58428599
1191 1069 443341338
135 3756 407504503
2515 3203 119292060
599 1735 296088099
2627 1513 525417823
3169 1550 909702386
1731 592 188009873
3751 2528 886524120
3176 2929 506894226
1676 3747 860108194
3140 3535 664564470
1782 1284 879368898
2506 626 702609049
1309 1647 314331445
633 3150 124547397
1675 1314 962598334
3333 692 910518911
1269 1242 300782649
1376 1066 557515177
1933 3519 533679377
1416 2105 473609396
1116 2572 828500870
2944 1359 842242421
2944 2297 970927561
3124 225 142009457
1954 3240 275830896
3597 1826 680412682
2159 248 645985679
3495 582 567517191
2384 1663 543724944
1948 1423 991735524
2993 932 500613809
1587 979 393805926
433 2798 212814498
1180 1924 644625914
1379 273 91208377
1743 2762 649446853
2877 2434 559103755
1683 539 291889405
246 1529 531767936
2008 1709 857155483
861 2088 792369422
1836 349 323208034
3308 2296 829360911
1236 1769 770095526
2797 1989 165622850
652 790 191408125
2321 2026 191231255
3042 365 952421449
49 1541 606013597
1510 2725 493525268
1829 2642 367680675
2687 2460 660435672
742 1471 730468234
705 3150 407926194
1846 924 561163819
3396 1268 229852738
2542 2829 708122427
2886 2964 749601630
3249 1880 242249202
611 1413 865525783
3655 2044 234382402
2716 2625 232224282
3509 604 38363053
3440 1957 836645964
2984 1336 128172357
3232 3747 131296477
2 521 670229495
195 1199 12222770
628 3584 962604402
3479 1556 241385957
3030 1222 827173270
2970 3725 241828678
1234 49 729568950
839 3545 532455519
503 1469 758035761
64 1091 690122768
800 3759 182801430
1660 952 917205037
2795 22 809738925
1395 2258 533082766
3187 1606 556136498
1015 1875 75560422
2784 451 804736871
2224 1548 91862447
3645 2794 859742527
2811 2051 212552498
1042 3027 610778992
2114 1543 771604380
3120 2081 624453708
1490 2494 567465256
1645 3745 494464968
2596 942 602527629
331 1005 30727548
3006 2511 947915119
904 1927 506660263
3483 1021 958972474
2815 1386 749450743
1641 1614 697384992
1846 354 717894341
3196 973 557246234
3628 1920 966447561
292 2902 773737118
540 3273 451679491
1270 2224 9959504
849 2642 785060957
2300 2925 313983749
945 1613 271181743
2686 2069 593069573
1258 1990 754722924
2365 2045 644882898
1039 2030 788740340
47 540 355445479
2061 1079 412224443
1405 917 763647948
2019 3462 34445233
2405 3231 764989012
482 1170 377082519
3246 3581 633789902
1324 1092 535928130
444 773 393181313
1111 101 463046142
2091 2616 488135885
2058 545 779532590
3655 2959 552324596
1205 1601 728311715
2378 89 158187872
625 606 453764797
68 809 869092270
1780 2051 601783084
3514 1392 359187832
3490 3648 721628112
3274 763 662034753
3689 2792 938582729
2223 587 268035726
2922 1084 295153748
2724 1763 812128236
1100 1357 110652889
1076 901 288873460
1002 2874 874312324
2993 392 139326967
3753 3104 743923973
445 3390 385245738
769 951 849000139
3638 2152 875140187
2739 3500 88053237
1551 3319 846418878
1028 397 35450105
396 2653 391451277
2475 1499 660867972
2907 2651 189404909
514 2221 709735737
1935 2815 669339671
1508 3287 733696661
2373 2217 326829643
2696 1968 115636501
494 2175 236258026
2330 1661 680642158
585 521 448914822
923 2022 459863571
2886 98 972784483
2465 3048 600183196
3341 849 15762030
1887 225 598694282
574 1303 207555110
3311 3537 780394987
2406 614 163953853
3378 3155 754995944
2765 1439 303841502
2118 3652 422447193
3606 714 28798750
1146 2793 940419813
488 2621 608080317
3025 166 194271747
1900 901 552296915
684 1328 116791677
1321 3741 197073906
1290 682 245811365
356 3746 672487036
1138 59 243655391
1624 2647 577150246
2398 1335 222203550
939 2822 711268766
2566 3363 618901668
357 2933 319259927
1315 2156 396142377
259 2809 969157748
2134 3089 313760726
2391 1129 355467879
2827 3328 207781496
3023 720 455938007
2436 2122 600081566
1733 1827 964381118
919 2370 231219869
772 1059 523280059
2850 741 921327123
286 2968 277860107
2875 1192 395309774
1927 2910 392738858
2867 13 411615291
2526 3128 187429230
405 1985 735850196
2354 2100 124937273
610 3479 208927583
164 1326 387201524
2019 447 887459032
3729 1734 818380328
75 1773 114771282
2879 1873 316337987
574 3601 211056591
2144 3426 884128123
1861 1230 20153049
380 149 678003871
690 1827 905691282
844 2550 450550453
757 231 976935016
565 2438 333849031
2459 2298 597005995
3451 256 858277005
259 266 35733562
177 3172 587959624
2858 768 656472128
3329 775 678439319
1024 1160 537142877
580 1784 974306522
1821 3608 878434688
428 351 326288165
506 117 667036394
1990 23 112691215
1006 98 301586107
1717 1600 535478087
986 1468 240781327
2607 5 21526472
2465 297 796218667
3572 3267 37565129
2583 627 174050463
971 1435 289658858
3668 767 896022656
274 2465 103880914
3520 162 507212229
691 459 674921909
320 1928 132762892
3311 2213 600681133
295 2235 708079595
1968 1308 149306165
228 1923 270085594
2477 2094 241390978
11 1509 681982714
399 1556 987468221
1546 3363 61645587
1791 1223 161307732
3351 674 840666414
601 62 380051880
119 2527 103196342
3626 3567 660835241
3304 2453 973849309
3045 3727 93945210
613 324 91547558
1204 2501 574643560
1590 3214 929446167
2966 1129 37332389
1709 2191 418574231
3363 1626 593346148
184 1983 571684804
3549 2568 682785284
2742 3279 668173881
2353 2619 806075189
2104 3693 329706199
3486 1139 864260454
313 1337 357727376
3550 2774 297972004
2730 2121 910620597
2117 2804 579789839
1654 3469 74996941
2136 3125 16828452
3363 1038 781488239
130 1743 830215794
2755 3748 399236161
1730 2612 622527291
1121 2017 591987786
47 3150 435353434
266 2794 575242973
1488 225 966154004
1930 3688 44625552
3001 557 485473149
3356 1194 393642896
2452 1944 922156194
3067 2513 77708332
372 885 619386904
2941 3502 366534826
767 2905 426351108
1322 281 671093305
852 1390 989059424
867 483 463351177
904 3029 806468218
2277 1349 849577803
1719 1356 7734445
3631 602 1988695
3540 834 840032621
986 3264 64475386
1626 2242 14550525
2295 540 536954117
3351 1050 36029640
2525 2191 374923970
1666 977 107848272
421 2492 998008001
1304 50 935676928
879 1308 343957810
913 1602 975116011
2147 1495 545179622
2046 1273 438106039
3682 3491 423464727
3470 2968 816722798
254 1574 781720388
2241 624 411532788
1844 3701 179003500
1598 2174 322128402
3270 2028 67895938
1964 2 943060877
1172 3259 542790275
3544 3037 394090341
19 2748 556447103
2012 1714 263916132
3409 2682 848708641
1906 769 891134213
1734 1547 391369650
1090 1085 293857677
2783 1244 274860728
810 541 742556078
3463 507 413156074
3600 2565 919976698
854 1917 609133240
3735 320 181437045
2714 958 327914701
2378 708 412678844
581 653 969045699
1576 2979 300642557
3604 1977 724508844
956 3518 859935257
2283 2645 554401224
3055 3324 470738016
574 2529 394124670
1543 1619 59268881
1830 3688 785707293
3280 1701 154052784
1201 2426 390071935
3134 2888 93772303
3279 714 719915035
2534 2575 484793053
1818 3506 884544949
799 1226 207914210
213 813 842157827
2143 2988 406273412
133 1606 361238473
2873 1874 917861103
482 2783 598216461
2670 1176 552968196
2961 915 218951455
1088 1269 452405861
3288 2468 924986491
2026 2761 90144826
252 1039 138969555
2104 1756 258535047
2809 2228 725820165
1801 3175 885759837
3736 2394 43537273
2999 2975 293136582
3590 3197 415339468
1507 1662 127649345
2497 2177 614006845
2329 1717 616730753
2962 2500 991022770
3024 2487 158265786
914 665 816805221
315 744 861677059
3740 2895 454058418
2056 2544 849119219
152 3405 492433613
1786 3311 567479961
952 3094 301105994
3376 3394 266199609
643 1170 408408285
225 3602 284186729
765 3038 501571509
1528 1801 955534616
1476 1320 365730678
3421 169 984926965
1049 3547 956406133
3286 185 790387876
2995 3365 596791793
2764 919 643751875
2736 2501 452734141
2355 3165 194946968
3296 2657 28028161
80 1089 278091151
3711 861 867134456
70 1356 412007123
2405 2738 436790647
2872 2746 545856514
3131 449 488748490
2873 495 819752534
2451 2729 743242562
3207 1941 420305072
258 2647 926195992
1273 3740 491628736
2208 2886 565104903
3427 292 840554482
2559 3278 837526221
1564 108 184315456
2770 1412 871115977
1441 3728 579102337
2889 604 248969879
3508 1852 919800746
2710 1135 735842121
2274 3676 136494618
1637 1745 995180534
3528 2597 345056486
2303 2725 580583903
3555 1363 129037024
355 829 189594803
1643 52 6108646
170 2839 806160245
1504 2392 515975717
1400 1808 14798994
2903 1209 869003602
3105 812 352010303
1295 2831 309852302
2471 862 491782685
